"F0","base_word","count_trial_logger","response","response_time","speaker","stop_type","subject_nr","time_experiment","word_choice0_eng","word_choice1_eng","subj_gender","subj_age","subj_region","group","stop_response","stop_response2","word_status"
4,"domang",55,1,688,"F1","td",10,4072,"tomang","domang","M",20,"GB","E","d","len","len_word"
6,"baneul",56,1,2588,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
3,"baneul",57,1,789,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
6,"paneul",58,0,884,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
4,"pama",59,1,883,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
2,"baneul",60,1,2132,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
6,"pama",61,0,1133,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
5,"pama",62,0,1351,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
6,"pama",63,0,818,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
1,"bama",64,1,754,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
7,"bama",65,0,926,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
5,"bama",66,0,2610,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
2,"paneul",67,1,776,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
2,"bama",68,1,816,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
1,"bama",69,1,942,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
7,"baneul",70,0,912,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
3,"paneul",71,1,777,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
3,"baneul",72,1,1012,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
7,"pama",73,0,644,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
7,"baneul",74,0,756,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
1,"paneul",75,1,2133,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
7,"pama",76,0,698,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
3,"pama",77,1,1969,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
5,"paneul",78,0,889,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
4,"baneul",79,1,675,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
5,"paneul",80,0,806,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
3,"pama",81,0,887,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
2,"baneul",82,1,770,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
7,"bama",83,0,721,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
2,"pama",84,1,1596,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
3,"paneul",85,1,693,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
4,"paneul",86,0,1710,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
1,"baneul",87,1,705,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
6,"bama",88,0,588,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
4,"pama",89,0,935,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
5,"baneul",90,0,1339,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
2,"paneul",91,1,649,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
5,"baneul",92,0,2078,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
3,"bama",93,1,954,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
4,"baneul",94,1,1706,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
2,"bama",95,1,849,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
6,"baneul",96,0,1188,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
1,"pama",97,1,2583,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
4,"paneul",98,0,823,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
4,"bama",99,0,1083,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
3,"bama",100,1,796,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
6,"bama",101,0,724,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
7,"paneul",102,0,979,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
6,"paneul",103,0,856,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
5,"pama",104,0,793,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
1,"pama",105,1,690,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
7,"paneul",106,0,638,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","p","asp","len_word"
2,"pama",107,0,841,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
4,"bama",108,1,2392,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","b","len","asp_word"
1,"baneul",109,1,777,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
5,"bama",110,0,1795,"M1","pb",10,4072,"pama","bama","M",20,"GB","E","p","asp","asp_word"
1,"paneul",111,1,919,"M1","pb",10,4072,"paneul","baneul","M",20,"GB","E","b","len","len_word"
3,"domang",0,1,1597,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
2,"dongmil",1,1,1640,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
6,"dongmil",2,0,1236,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
3,"tomang",3,1,4076,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
1,"tongmil",4,1,1317,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
7,"dongmil",5,0,2040,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
3,"tomang",6,1,1701,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
5,"tomang",7,0,1125,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
5,"domang",8,0,1078,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
5,"tongmil",9,0,1319,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
4,"domang",10,1,2175,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
2,"domang",11,1,909,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
2,"tongmil",12,1,1038,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
2,"dongmil",13,1,1090,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
4,"tongmil",14,0,820,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
5,"domang",15,0,2112,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
7,"domang",16,0,865,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
4,"dongmil",17,1,1097,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
2,"tomang",18,1,1437,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
7,"tomang",19,0,1023,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
1,"tongmil",20,1,2414,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
3,"dongmil",21,1,2967,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
3,"tongmil",22,1,4729,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
5,"dongmil",23,0,9319,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
6,"tomang",24,0,1548,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
7,"domang",25,0,1136,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
6,"tongmil",26,0,1469,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
7,"tongmil",27,0,1147,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
1,"dongmil",28,1,1752,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
7,"tongmil",29,0,1014,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
1,"tomang",30,1,5158,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
3,"domang",31,1,1427,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
2,"tomang",32,1,7361,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
4,"dongmil",33,1,2064,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
1,"tomang",34,1,1372,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
2,"domang",35,1,791,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
6,"dongmil",36,0,1051,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
4,"tomang",37,0,932,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
7,"tomang",38,0,1001,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
1,"dongmil",39,1,1373,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
6,"domang",40,0,860,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
6,"tomang",41,0,906,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
3,"dongmil",42,1,1003,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
6,"tongmil",43,0,963,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
1,"domang",44,1,738,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
5,"tongmil",45,0,1004,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
3,"tongmil",46,1,1424,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
4,"domang",47,1,1089,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
7,"dongmil",48,0,978,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
2,"tongmil",49,1,891,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
4,"tongmil",50,0,1937,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
1,"domang",51,1,758,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","d","len","len_word"
4,"tomang",52,0,914,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
5,"dongmil",53,0,1928,"F1","td",11,4644,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
6,"domang",54,0,768,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
5,"tomang",55,0,1137,"F1","td",11,4644,"tomang","domang","M",20,"SE","E","t","asp","len_word"
4,"baneul",56,1,1208,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
3,"baneul",57,1,962,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
3,"bama",58,1,1287,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
6,"baneul",59,0,1149,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","p","asp","len_word"
4,"pama",60,1,4881,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
3,"paneul",61,1,716,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
5,"paneul",62,0,783,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","p","asp","len_word"
3,"pama",63,1,5035,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
2,"paneul",64,1,661,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
1,"bama",65,1,683,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
3,"baneul",66,1,836,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
6,"paneul",67,0,934,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","p","asp","len_word"
2,"pama",68,1,1177,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
7,"bama",69,0,794,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
7,"paneul",70,0,677,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","p","asp","len_word"
2,"paneul",71,1,718,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
1,"baneul",72,1,638,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
7,"bama",73,0,1336,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
4,"bama",74,1,5161,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
5,"paneul",75,1,1384,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
6,"pama",76,0,1042,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
3,"pama",77,1,876,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
2,"baneul",78,1,743,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
5,"pama",79,0,758,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
5,"bama",80,1,5688,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
2,"pama",81,1,942,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
4,"pama",82,0,1150,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
1,"bama",83,1,888,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
1,"paneul",84,1,657,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
2,"bama",85,1,1102,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
6,"pama",86,0,739,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
7,"baneul",87,0,801,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","p","asp","len_word"
4,"paneul",88,1,874,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
7,"paneul",89,0,1098,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","p","asp","len_word"
1,"baneul",90,1,685,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
1,"pama",91,1,799,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
7,"pama",92,0,656,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
2,"baneul",93,1,607,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
1,"pama",94,1,1130,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
3,"bama",95,1,1154,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
6,"paneul",96,0,705,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","p","asp","len_word"
6,"baneul",97,0,868,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","p","asp","len_word"
1,"paneul",98,1,638,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
6,"bama",99,0,793,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
6,"bama",100,0,711,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
3,"paneul",101,1,1030,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
4,"bama",102,1,1232,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
4,"baneul",103,1,786,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
7,"pama",104,0,872,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
5,"pama",105,0,1246,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","p","asp","asp_word"
2,"bama",106,1,943,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
5,"baneul",107,1,826,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
5,"baneul",108,1,893,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
5,"bama",109,1,775,"M1","pb",11,4644,"pama","bama","M",20,"SE","E","b","len","asp_word"
7,"baneul",110,0,947,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","p","asp","len_word"
4,"paneul",111,1,920,"M1","pb",11,4644,"paneul","baneul","M",20,"SE","E","b","len","len_word"
4,"dongmil",0,1,2479,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
1,"domang",1,1,1630,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
2,"tomang",2,1,2569,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
3,"tomang",3,0,1513,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
5,"tomang",4,0,934,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
7,"tomang",5,0,838,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
7,"domang",6,0,2474,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
5,"dongmil",7,0,6449,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
6,"domang",8,1,2374,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
3,"tongmil",9,0,1142,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
7,"dongmil",10,0,1820,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
4,"tomang",11,0,3346,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
5,"domang",12,1,830,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
3,"tongmil",13,1,1087,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
2,"domang",14,1,890,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
7,"tongmil",15,0,890,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
1,"tongmil",16,1,1277,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
6,"dongmil",17,0,2570,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
1,"dongmil",18,1,974,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
2,"tongmil",19,1,958,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
6,"domang",20,0,1190,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
3,"dongmil",21,1,839,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
6,"dongmil",22,0,795,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
3,"dongmil",23,1,795,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
5,"tongmil",24,0,856,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
7,"domang",25,0,1163,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
4,"tongmil",26,0,3298,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
4,"tongmil",27,0,1046,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
6,"tomang",28,0,836,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
5,"dongmil",29,0,1019,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
1,"tomang",30,1,871,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
3,"domang",31,1,1587,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
2,"dongmil",32,1,1507,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
4,"domang",33,1,718,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
6,"tongmil",34,0,770,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
2,"tomang",35,1,682,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
1,"dongmil",36,1,786,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
5,"tomang",37,0,634,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
5,"domang",38,1,2155,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
6,"tongmil",39,0,886,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
7,"tongmil",40,0,1213,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
3,"domang",41,1,3972,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
1,"domang",42,1,858,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
7,"dongmil",43,0,951,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
3,"tomang",44,0,1072,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
2,"domang",45,1,1746,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
7,"tomang",46,0,630,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
4,"domang",47,1,923,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
6,"tomang",48,0,587,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
4,"tomang",49,0,1453,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","t","asp","len_word"
2,"tongmil",50,1,1270,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
4,"dongmil",51,1,1215,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
5,"tongmil",52,0,727,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","t","asp","asp_word"
2,"dongmil",53,1,728,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
1,"tomang",54,1,717,"F1","td",12,4079,"tomang","domang","M",20,"GN","E","d","len","len_word"
1,"tongmil",55,1,778,"F1","td",12,4079,"tongmil","dongmil","M",20,"GN","E","d","len","asp_word"
4,"baneul",56,1,1743,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
4,"pama",57,1,2070,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
2,"paneul",58,1,1059,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
5,"paneul",59,0,890,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","p","asp","len_word"
7,"baneul",60,0,1126,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","p","asp","len_word"
6,"paneul",61,1,727,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
2,"bama",62,1,934,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
5,"baneul",63,1,777,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
1,"bama",64,1,841,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
1,"pama",65,1,621,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
4,"paneul",66,1,1479,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
2,"paneul",67,1,600,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
4,"bama",68,1,853,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
3,"bama",69,1,735,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
6,"bama",70,0,951,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","p","asp","asp_word"
4,"bama",71,1,1079,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
1,"baneul",72,1,1104,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
1,"pama",73,1,732,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
1,"baneul",74,1,738,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
7,"pama",75,0,820,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","p","asp","asp_word"
1,"bama",76,1,661,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
1,"paneul",77,1,663,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
6,"pama",78,0,669,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","p","asp","asp_word"
3,"pama",79,1,864,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
2,"bama",80,1,663,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
4,"paneul",81,0,2111,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","p","asp","len_word"
7,"bama",82,0,803,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","p","asp","asp_word"
5,"paneul",83,0,1081,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","p","asp","len_word"
6,"bama",84,0,1055,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","p","asp","asp_word"
7,"baneul",85,0,1021,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","p","asp","len_word"
2,"pama",86,1,1041,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","b","len","asp_word"
2,"baneul",87,1,830,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
7,"paneul",88,0,749,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","p","asp","len_word"
5,"pama",89,0,944,"M1","pb",12,4079,"pama","bama","M",20,"GN","E","p","asp","asp_word"
3,"baneul",90,1,680,"M1","pb",12,4079,"paneul","baneul","M",20,"GN","E","b","len","len_word"
